challenge	difficulty	qubits	method	method_family	source_sessions	run_id	rank_type	rank	bitstring_qiskit	score_type	score	count	support	fraction	selected	review	validation	status	source_path	notes
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	1	01001110	probability	0.5454480750007801			0.5454480750007801	1		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	1	01001110	probability	0.5454480750007801			0.5454480750007801	1		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	2	01101111	probability	0.06868399681608033			0.06868399681608033	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	2	01101111	probability	0.06868399681608033			0.06868399681608033	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	3	01100110	probability	0.03874656818765577			0.03874656818765577	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	3	01100110	probability	0.03874656818765577			0.03874656818765577	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	4	10101110	probability	0.035665045152404325			0.035665045152404325	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	4	10101110	probability	0.035665045152404325			0.035665045152404325	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	5	00001110	probability	0.03477220456719549			0.03477220456719549	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	5	00001110	probability	0.03477220456719549			0.03477220456719549	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	6	11101110	probability	0.028016856923912793			0.028016856923912793	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	6	11101110	probability	0.028016856923912793			0.028016856923912793	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	7	01001111	probability	0.023885328502459544			0.023885328502459544	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	7	01001111	probability	0.023885328502459544			0.023885328502459544	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	8	10101111	probability	0.019436818501356312			0.019436818501356312	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	8	10101111	probability	0.019436818501356312			0.019436818501356312	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	9	01000111	probability	0.019369938128010446			0.019369938128010446	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	9	01000111	probability	0.019369938128010446			0.019369938128010446	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	10	10100111	probability	0.01686466820475717			0.01686466820475717	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	10	10100111	probability	0.01686466820475717			0.01686466820475717	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	11	11101111	probability	0.0152687245226194			0.0152687245226194	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	11	11101111	probability	0.0152687245226194			0.0152687245226194	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	12	10001110	probability	0.01424486660692123			0.01424486660692123	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	12	10001110	probability	0.01424486660692123			0.01424486660692123	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	13	11100111	probability	0.013248115102561997			0.013248115102561997	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	13	11100111	probability	0.013248115102561997			0.013248115102561997	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	14	10000111	probability	0.013115531772645005			0.013115531772645005	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	14	10000111	probability	0.013115531772645005			0.013115531772645005	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	15	01001010	probability	0.012574583025282422			0.012574583025282422	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	15	01001010	probability	0.012574583025282422			0.012574583025282422	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	16	11001110	probability	0.011189954882807109			0.011189954882807109	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	16	11001110	probability	0.011189954882807109			0.011189954882807109	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	17	01101110	probability	0.011058016375029582			0.011058016375029582	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	17	01101110	probability	0.011058016375029582			0.011058016375029582	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	18	11000111	probability	0.01030298721136941			0.01030298721136941	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	18	11000111	probability	0.01030298721136941			0.01030298721136941	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	19	10100110	probability	0.009097935277298715			0.009097935277298715	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	19	10100110	probability	0.009097935277298715			0.009097935277298715	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	20	11100110	probability	0.007146954264765616			0.007146954264765616	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	20	11100110	probability	0.007146954264765616			0.007146954264765616	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	21	10001111	probability	0.006989727127418761			0.006989727127418761	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	21	10001111	probability	0.006989727127418761			0.006989727127418761	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	22	11001111	probability	0.00549080297578457			0.00549080297578457	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	22	11001111	probability	0.00549080297578457			0.00549080297578457	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	23	00001010	probability	0.004752427077283198			0.004752427077283198	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	23	00001010	probability	0.004752427077283198			0.004752427077283198	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	24	10000110	probability	0.004636504988485787			0.004636504988485787	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	24	10000110	probability	0.004636504988485787			0.004636504988485787	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	tree_tensor_sim_session	challenge-8_11.statevector	exact_top	25	00101111	probability	0.004378614618943577			0.004378614618943577	0		exact	ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
8_11	easy	8	selected_statevector	exact	quantum_peak_session	challenge-8_11.statevector	exact_top	25	00101111	probability	0.004378614618943577			0.004378614618943577	0		exact	ok	outputs/sim_11_26_34_41_49/json/challenge-8_11.statevector.json	-
